,action,boro,critical_flag,cuisine_description,dba,grade,inspection_date,zipcode
19616,Violations were cited in the following area(s).,MANHATTAN,Critical,Mexican,THE GREAT BURRITO MEXICAN KITCHEN,A,2018-07-10T00:00:00.000,10024
19617,Violations were cited in the following area(s).,MANHATTAN,Not Critical,Mexican,THE GREAT BURRITO MEXICAN KITCHEN,A,2018-07-10T00:00:00.000,10024
19618,Violations were cited in the following area(s).,MANHATTAN,Not Critical,Mexican,THE GREAT BURRITO MEXICAN KITCHEN,A,2018-07-10T00:00:00.000,10024
19619,Violations were cited in the following area(s).,MANHATTAN,Critical,Mexican,THE GREAT BURRITO MEXICAN KITCHEN,,2018-05-14T00:00:00.000,10024
19620,Violations were cited in the following area(s).,MANHATTAN,Critical,Mexican,THE GREAT BURRITO MEXICAN KITCHEN,,2018-05-14T00:00:00.000,10024
19621,Violations were cited in the following area(s).,MANHATTAN,Not Critical,Mexican,THE GREAT BURRITO MEXICAN KITCHEN,,2018-05-14T00:00:00.000,10024
19622,Violations were cited in the following area(s).,MANHATTAN,Not Critical,Mexican,THE GREAT BURRITO MEXICAN KITCHEN,,2018-05-14T00:00:00.000,10024
19623,Violations were cited in the following area(s).,MANHATTAN,Not Critical,Mexican,THE GREAT BURRITO MEXICAN KITCHEN,,2018-05-14T00:00:00.000,10024
19624,Violations were cited in the following area(s).,MANHATTAN,Critical,Mexican,THE GREAT BURRITO MEXICAN KITCHEN,A,2017-11-01T00:00:00.000,10024
19625,Violations were cited in the following area(s).,MANHATTAN,Critical,Mexican,THE GREAT BURRITO MEXICAN KITCHEN,A,2017-11-01T00:00:00.000,10024
19626,Violations were cited in the following area(s).,MANHATTAN,Not Critical,Mexican,THE GREAT BURRITO MEXICAN KITCHEN,A,2017-11-01T00:00:00.000,10024
19627,Violations were cited in the following area(s).,MANHATTAN,Critical,Mexican,THE GREAT BURRITO MEXICAN KITCHEN,,2017-07-10T00:00:00.000,10024
19628,Violations were cited in the following area(s).,MANHATTAN,Critical,Mexican,THE GREAT BURRITO MEXICAN KITCHEN,,2017-07-10T00:00:00.000,10024
19629,Violations were cited in the following area(s).,MANHATTAN,Critical,Mexican,THE GREAT BURRITO MEXICAN KITCHEN,,2017-07-10T00:00:00.000,10024
19630,Violations were cited in the following area(s).,MANHATTAN,Not Critical,Mexican,THE GREAT BURRITO MEXICAN KITCHEN,,2017-07-10T00:00:00.000,10024
19631,Violations were cited in the following area(s).,MANHATTAN,Not Critical,Mexican,THE GREAT BURRITO MEXICAN KITCHEN,,2017-07-10T00:00:00.000,10024
19632,Violations were cited in the following area(s).,MANHATTAN,Not Critical,Mexican,THE GREAT BURRITO MEXICAN KITCHEN,,2017-07-10T00:00:00.000,10024
19633,Violations were cited in the following area(s).,MANHATTAN,Critical,Mexican,THE GREAT BURRITO MEXICAN KITCHEN,A,2016-11-28T00:00:00.000,10024
19634,Violations were cited in the following area(s).,MANHATTAN,Critical,Mexican,THE GREAT BURRITO MEXICAN KITCHEN,A,2016-11-28T00:00:00.000,10024
19635,Violations were cited in the following area(s).,MANHATTAN,Not Critical,Mexican,THE GREAT BURRITO MEXICAN KITCHEN,A,2016-11-28T00:00:00.000,10024
19636,Violations were cited in the following area(s).,MANHATTAN,Critical,Mexican,THE GREAT BURRITO MEXICAN KITCHEN,,2016-10-24T00:00:00.000,10024
19637,Violations were cited in the following area(s).,MANHATTAN,Critical,Mexican,THE GREAT BURRITO MEXICAN KITCHEN,,2016-10-24T00:00:00.000,10024
19638,Violations were cited in the following area(s).,MANHATTAN,Critical,Mexican,THE GREAT BURRITO MEXICAN KITCHEN,,2016-10-24T00:00:00.000,10024
19639,Violations were cited in the following area(s).,MANHATTAN,Critical,Mexican,THE GREAT BURRITO MEXICAN KITCHEN,,2016-10-24T00:00:00.000,10024
19640,Violations were cited in the following area(s).,MANHATTAN,Not Critical,Mexican,THE GREAT BURRITO MEXICAN KITCHEN,,2016-10-24T00:00:00.000,10024
19641,Violations were cited in the following area(s).,BROOKLYN,Critical,Caribbean,BROOKLYN MOON CAFE,,2019-03-27T00:00:00.000,11217
19642,Violations were cited in the following area(s).,BROOKLYN,Critical,Caribbean,BROOKLYN MOON CAFE,,2019-03-27T00:00:00.000,11217
19643,Violations were cited in the following area(s).,BROOKLYN,Critical,Caribbean,BROOKLYN MOON CAFE,,2019-03-27T00:00:00.000,11217
19644,Violations were cited in the following area(s).,BROOKLYN,Critical,Caribbean,BROOKLYN MOON CAFE,,2019-03-27T00:00:00.000,11217
19645,Violations were cited in the following area(s).,BROOKLYN,Not Critical,Caribbean,BROOKLYN MOON CAFE,,2019-03-27T00:00:00.000,11217
19646,Violations were cited in the following area(s).,BROOKLYN,Critical,Caribbean,BROOKLYN MOON CAFE,A,2018-07-10T00:00:00.000,11217
19647,Violations were cited in the following area(s).,BROOKLYN,Critical,Caribbean,BROOKLYN MOON CAFE,A,2018-07-10T00:00:00.000,11217
19648,Violations were cited in the following area(s).,BROOKLYN,Not Critical,Caribbean,BROOKLYN MOON CAFE,A,2018-07-10T00:00:00.000,11217
19649,Violations were cited in the following area(s).,BROOKLYN,Not Critical,Caribbean,BROOKLYN MOON CAFE,A,2018-07-10T00:00:00.000,11217
19650,Violations were cited in the following area(s).,BROOKLYN,Critical,Caribbean,BROOKLYN MOON CAFE,,2018-04-26T00:00:00.000,11217
19651,Violations were cited in the following area(s).,BROOKLYN,Not Critical,Caribbean,BROOKLYN MOON CAFE,,2018-04-26T00:00:00.000,11217
19652,Violations were cited in the following area(s).,BROOKLYN,Not Critical,Caribbean,BROOKLYN MOON CAFE,,2018-04-26T00:00:00.000,11217
19653,Violations were cited in the following area(s).,BROOKLYN,Not Critical,Caribbean,BROOKLYN MOON CAFE,A,2017-08-08T00:00:00.000,11217
19654,Violations were cited in the following area(s).,BROOKLYN,Not Critical,Caribbean,BROOKLYN MOON CAFE,A,2017-08-08T00:00:00.000,11217
19655,Violations were cited in the following area(s).,BROOKLYN,Critical,Caribbean,BROOKLYN MOON CAFE,,2017-05-24T00:00:00.000,11217
19656,Violations were cited in the following area(s).,BROOKLYN,Critical,Caribbean,BROOKLYN MOON CAFE,,2017-05-24T00:00:00.000,11217
19657,Violations were cited in the following area(s).,BROOKLYN,Not Critical,Caribbean,BROOKLYN MOON CAFE,,2017-05-24T00:00:00.000,11217
19658,Violations were cited in the following area(s).,BROOKLYN,Critical,Caribbean,BROOKLYN MOON CAFE,A,2016-04-21T00:00:00.000,11217
19659,Violations were cited in the following area(s).,BROOKLYN,Not Critical,Caribbean,BROOKLYN MOON CAFE,A,2016-04-21T00:00:00.000,11217
19660,Violations were cited in the following area(s).,BROOKLYN,Not Critical,Caribbean,BROOKLYN MOON CAFE,A,2016-04-21T00:00:00.000,11217
19661,Violations were cited in the following area(s).,QUEENS,Critical,"Juice, Smoothies, Fruit Salads",LIMITLESS FITNESS,A,2019-01-17T00:00:00.000,11414
19662,Violations were cited in the following area(s).,QUEENS,Critical,"Juice, Smoothies, Fruit Salads",LIMITLESS FITNESS,A,2019-01-17T00:00:00.000,11414
19663,Violations were cited in the following area(s).,QUEENS,Critical,"Juice, Smoothies, Fruit Salads",LIMITLESS FITNESS,A,2018-01-30T00:00:00.000,11414
19664,Violations were cited in the following area(s).,QUEENS,Not Critical,"Juice, Smoothies, Fruit Salads",LIMITLESS FITNESS,A,2018-01-30T00:00:00.000,11414
19665,Violations were cited in the following area(s).,QUEENS,Not Critical,"Juice, Smoothies, Fruit Salads",LIMITLESS FITNESS,A,2018-01-30T00:00:00.000,11414
19666,Violations were cited in the following area(s).,QUEENS,Not Critical,"Juice, Smoothies, Fruit Salads",LIMITLESS FITNESS,A,2016-10-19T00:00:00.000,11414
19667,Violations were cited in the following area(s).,QUEENS,Not Critical,"Juice, Smoothies, Fruit Salads",LIMITLESS FITNESS,A,2016-10-19T00:00:00.000,11414
19668,Violations were cited in the following area(s).,QUEENS,Critical,"Juice, Smoothies, Fruit Salads",LIMITLESS FITNESS,A,2016-02-19T00:00:00.000,11414
19669,Violations were cited in the following area(s).,QUEENS,Not Applicable,"Juice, Smoothies, Fruit Salads",LIMITLESS FITNESS,A,2016-02-19T00:00:00.000,11414
19670,Violations were cited in the following area(s).,QUEENS,Critical,"Juice, Smoothies, Fruit Salads",LIMITLESS FITNESS,,2016-02-04T00:00:00.000,11414
19671,Violations were cited in the following area(s).,QUEENS,Critical,"Juice, Smoothies, Fruit Salads",LIMITLESS FITNESS,,2016-02-04T00:00:00.000,11414
19672,Violations were cited in the following area(s).,QUEENS,Critical,"Juice, Smoothies, Fruit Salads",LIMITLESS FITNESS,,2016-02-04T00:00:00.000,11414
19673,Violations were cited in the following area(s).,QUEENS,Not Critical,"Juice, Smoothies, Fruit Salads",LIMITLESS FITNESS,,2016-02-04T00:00:00.000,11414
19674,Violations were cited in the following area(s).,QUEENS,Not Critical,"Juice, Smoothies, Fruit Salads",LIMITLESS FITNESS,,2016-02-04T00:00:00.000,11414
19675,Violations were cited in the following area(s).,BROOKLYN,Critical,Spanish,DON PACO  LOPEZ PANDERIA,A,2019-05-15T00:00:00.000,
19676,Violations were cited in the following area(s).,BROOKLYN,Not Critical,Spanish,DON PACO  LOPEZ PANDERIA,A,2019-05-15T00:00:00.000,
19677,Violations were cited in the following area(s).,BROOKLYN,Critical,Spanish,DON PACO  LOPEZ PANDERIA,A,2019-01-07T00:00:00.000,
19678,Violations were cited in the following area(s).,BROOKLYN,Critical,Spanish,DON PACO  LOPEZ PANDERIA,A,2019-01-07T00:00:00.000,
19679,Violations were cited in the following area(s).,BROOKLYN,Critical,Spanish,DON PACO  LOPEZ PANDERIA,,2018-12-19T00:00:00.000,
19680,Violations were cited in the following area(s).,BROOKLYN,Critical,Spanish,DON PACO  LOPEZ PANDERIA,,2018-12-19T00:00:00.000,
19681,Violations were cited in the following area(s).,BROOKLYN,Not Critical,Spanish,DON PACO  LOPEZ PANDERIA,,2018-12-19T00:00:00.000,
19682,Violations were cited in the following area(s).,BROOKLYN,Not Critical,Spanish,DON PACO  LOPEZ PANDERIA,,2018-12-19T00:00:00.000,
19683,Violations were cited in the following area(s).,BROOKLYN,Critical,Spanish,DON PACO  LOPEZ PANDERIA,A,2017-12-28T00:00:00.000,
19684,Violations were cited in the following area(s).,BROOKLYN,Not Critical,Spanish,DON PACO  LOPEZ PANDERIA,A,2017-12-28T00:00:00.000,
19685,Violations were cited in the following area(s).,BROOKLYN,Not Critical,Spanish,DON PACO  LOPEZ PANDERIA,A,2017-12-28T00:00:00.000,
19686,Violations were cited in the following area(s).,BROOKLYN,Critical,Spanish,DON PACO  LOPEZ PANDERIA,A,2017-07-03T00:00:00.000,
19687,Violations were cited in the following area(s).,BROOKLYN,Critical,Spanish,DON PACO  LOPEZ PANDERIA,A,2017-07-03T00:00:00.000,
19688,Violations were cited in the following area(s).,BROOKLYN,Not Critical,Spanish,DON PACO  LOPEZ PANDERIA,,2017-07-03T00:00:00.000,
19689,Violations were cited in the following area(s).,BROOKLYN,Critical,Spanish,DON PACO  LOPEZ PANDERIA,,2017-05-22T00:00:00.000,
19690,Violations were cited in the following area(s).,BROOKLYN,Critical,Spanish,DON PACO  LOPEZ PANDERIA,A,2016-11-17T00:00:00.000,
19691,Violations were cited in the following area(s).,BROOKLYN,Critical,Spanish,DON PACO  LOPEZ PANDERIA,A,2016-11-17T00:00:00.000,
19692,Violations were cited in the following area(s).,BROOKLYN,Not Critical,Spanish,DON PACO  LOPEZ PANDERIA,A,2016-11-17T00:00:00.000,
19693,Violations were cited in the following area(s).,BROOKLYN,Critical,Spanish,DON PACO  LOPEZ PANDERIA,,2016-10-03T00:00:00.000,
19694,Violations were cited in the following area(s).,BROOKLYN,Critical,Spanish,DON PACO  LOPEZ PANDERIA,,2016-10-03T00:00:00.000,
19695,Violations were cited in the following area(s).,MANHATTAN,Not Critical,Italian,GIOVANNI 25,A,2019-02-12T00:00:00.000,10028
19696,Violations were cited in the following area(s).,MANHATTAN,Not Critical,Italian,GIOVANNI 25,A,2019-02-12T00:00:00.000,10028
19697,Violations were cited in the following area(s).,MANHATTAN,Not Critical,Italian,GIOVANNI 25,A,2018-03-01T00:00:00.000,10028
19698,Violations were cited in the following area(s).,MANHATTAN,Not Applicable,Italian,GIOVANNI 25,,2018-03-01T00:00:00.000,10028
19699,Violations were cited in the following area(s).,MANHATTAN,Critical,Italian,GIOVANNI 25,A,2017-02-02T00:00:00.000,10028
19700,Violations were cited in the following area(s).,BROOKLYN,Not Critical,Delicatessen,DYKER PARK BAGELS,A,2019-04-01T00:00:00.000,11228
19701,Violations were cited in the following area(s).,BROOKLYN,Not Critical,Delicatessen,DYKER PARK BAGELS,A,2019-04-01T00:00:00.000,11228
19702,Violations were cited in the following area(s).,BROOKLYN,Critical,Delicatessen,DYKER PARK BAGELS,A,2018-03-29T00:00:00.000,11228
19703,Violations were cited in the following area(s).,BROOKLYN,Not Critical,Delicatessen,DYKER PARK BAGELS,A,2018-03-29T00:00:00.000,11228
19704,Violations were cited in the following area(s).,BROOKLYN,Not Critical,Delicatessen,DYKER PARK BAGELS,A,2017-11-15T00:00:00.000,11228
19705,Violations were cited in the following area(s).,BROOKLYN,Critical,Delicatessen,DYKER PARK BAGELS,,2017-10-23T00:00:00.000,11228
19706,Violations were cited in the following area(s).,BROOKLYN,Critical,Delicatessen,DYKER PARK BAGELS,,2017-10-23T00:00:00.000,11228
19707,Violations were cited in the following area(s).,BROOKLYN,Critical,Delicatessen,DYKER PARK BAGELS,,2017-10-23T00:00:00.000,11228
19708,Violations were cited in the following area(s).,BROOKLYN,Not Critical,Delicatessen,DYKER PARK BAGELS,,2017-10-23T00:00:00.000,11228
19709,Violations were cited in the following area(s).,BROOKLYN,Not Critical,Delicatessen,DYKER PARK BAGELS,,2017-10-23T00:00:00.000,11228
19710,Violations were cited in the following area(s).,BROOKLYN,Not Critical,Delicatessen,DYKER PARK BAGELS,,2017-10-23T00:00:00.000,11228
19711,Violations were cited in the following area(s).,BROOKLYN,Critical,Delicatessen,DYKER PARK BAGELS,A,2017-05-11T00:00:00.000,11228
19712,Violations were cited in the following area(s).,BROOKLYN,Not Critical,Delicatessen,DYKER PARK BAGELS,A,2017-05-11T00:00:00.000,11228
19713,Violations were cited in the following area(s).,BROOKLYN,Critical,Delicatessen,DYKER PARK BAGELS,,2017-04-06T00:00:00.000,11228
19714,Violations were cited in the following area(s).,BROOKLYN,Critical,Delicatessen,DYKER PARK BAGELS,,2017-04-06T00:00:00.000,11228
19715,Violations were cited in the following area(s).,BROOKLYN,Critical,Delicatessen,DYKER PARK BAGELS,,2017-04-06T00:00:00.000,11228
19716,Violations were cited in the following area(s).,BROOKLYN,Not Critical,Delicatessen,DYKER PARK BAGELS,,2017-04-06T00:00:00.000,11228
19717,Violations were cited in the following area(s).,BROOKLYN,Not Critical,Delicatessen,DYKER PARK BAGELS,,2017-04-06T00:00:00.000,11228
19718,Violations were cited in the following area(s).,BROOKLYN,Critical,Delicatessen,DYKER PARK BAGELS,A,2016-04-11T00:00:00.000,11228
19719,Violations were cited in the following area(s).,BROOKLYN,Not Critical,Delicatessen,DYKER PARK BAGELS,A,2016-04-11T00:00:00.000,11228
19720,Violations were cited in the following area(s).,QUEENS,Critical,American,ADRIA HOTEL,A,2019-04-26T00:00:00.000,11361
19721,Violations were cited in the following area(s).,QUEENS,Not Critical,American,ADRIA HOTEL,A,2019-04-26T00:00:00.000,11361
19722,Violations were cited in the following area(s).,QUEENS,Critical,American,ADRIA HOTEL,A,2018-05-09T00:00:00.000,11361
19723,Violations were cited in the following area(s).,QUEENS,Critical,American,ADRIA HOTEL,A,2018-05-09T00:00:00.000,11361
19724,Violations were cited in the following area(s).,QUEENS,Critical,American,ADRIA HOTEL,A,2017-05-23T00:00:00.000,11361
19725,Violations were cited in the following area(s).,QUEENS,Critical,American,ADRIA HOTEL,A,2016-10-27T00:00:00.000,11361
19726,Violations were cited in the following area(s).,QUEENS,Not Critical,American,ADRIA HOTEL,A,2016-10-27T00:00:00.000,11361
19727,Violations were cited in the following area(s).,QUEENS,Not Critical,American,ADRIA HOTEL,A,2016-10-27T00:00:00.000,11361
19728,Violations were cited in the following area(s).,QUEENS,Critical,American,ADRIA HOTEL,,2016-09-21T00:00:00.000,11361
19729,Violations were cited in the following area(s).,QUEENS,Critical,American,ADRIA HOTEL,,2016-09-21T00:00:00.000,11361
19730,Violations were cited in the following area(s).,QUEENS,Critical,American,ADRIA HOTEL,,2016-09-21T00:00:00.000,11361
19731,Violations were cited in the following area(s).,QUEENS,Not Critical,American,ADRIA HOTEL,,2016-09-21T00:00:00.000,11361
19732,Violations were cited in the following area(s).,MANHATTAN,Critical,French,CAFE CHAMPIGNON,A,2019-02-26T00:00:00.000,10011
19733,Violations were cited in the following area(s).,MANHATTAN,Not Critical,French,CAFE CHAMPIGNON,A,2019-02-26T00:00:00.000,10011
19734,Violations were cited in the following area(s).,MANHATTAN,Not Critical,French,CAFE CHAMPIGNON,A,2019-02-26T00:00:00.000,10011
19735,Violations were cited in the following area(s).,MANHATTAN,Critical,French,CAFE CHAMPIGNON,A,2018-03-07T00:00:00.000,10011
19736,Violations were cited in the following area(s).,MANHATTAN,Not Critical,French,CAFE CHAMPIGNON,A,2018-03-07T00:00:00.000,10011
19737,Violations were cited in the following area(s).,MANHATTAN,Critical,French,CAFE CHAMPIGNON,A,2017-01-25T00:00:00.000,10011
19738,Violations were cited in the following area(s).,MANHATTAN,Not Critical,French,CAFE CHAMPIGNON,A,2017-01-25T00:00:00.000,10011
19739,Violations were cited in the following area(s).,MANHATTAN,Not Critical,French,CAFE CHAMPIGNON,A,2017-01-25T00:00:00.000,10011
19740,Violations were cited in the following area(s).,MANHATTAN,Not Critical,French,CAFE CHAMPIGNON,A,2017-01-25T00:00:00.000,10011
19741,Violations were cited in the following area(s).,MANHATTAN,Critical,French,CAFE CHAMPIGNON,B,2016-07-08T00:00:00.000,10011
19742,Violations were cited in the following area(s).,MANHATTAN,Critical,French,CAFE CHAMPIGNON,B,2016-07-08T00:00:00.000,10011
19743,Violations were cited in the following area(s).,MANHATTAN,Not Critical,French,CAFE CHAMPIGNON,B,2016-07-08T00:00:00.000,10011
19744,Violations were cited in the following area(s).,MANHATTAN,Not Critical,French,CAFE CHAMPIGNON,B,2016-07-08T00:00:00.000,10011
19745,No violations were recorded at the time of this inspection.,MANHATTAN,Not Applicable,French,CAFE CHAMPIGNON,,2016-07-08T00:00:00.000,10011
19746,Violations were cited in the following area(s).,MANHATTAN,Critical,French,CAFE CHAMPIGNON,,2016-06-23T00:00:00.000,10011
19747,Violations were cited in the following area(s).,MANHATTAN,Critical,French,CAFE CHAMPIGNON,,2016-06-23T00:00:00.000,10011
19748,Violations were cited in the following area(s).,MANHATTAN,Critical,French,CAFE CHAMPIGNON,,2016-06-23T00:00:00.000,10011
19749,Violations were cited in the following area(s).,MANHATTAN,Not Critical,French,CAFE CHAMPIGNON,,2016-06-23T00:00:00.000,10011
19750,Violations were cited in the following area(s).,MANHATTAN,Critical,American,VON,A,2019-03-13T00:00:00.000,10012
19751,Violations were cited in the following area(s).,MANHATTAN,Not Critical,American,VON,A,2019-03-13T00:00:00.000,10012
19752,Violations were cited in the following area(s).,MANHATTAN,Not Critical,American,VON,A,2019-03-13T00:00:00.000,10012
19753,Violations were cited in the following area(s).,MANHATTAN,Critical,American,VON,,2019-01-29T00:00:00.000,10012
19754,Violations were cited in the following area(s).,MANHATTAN,Critical,American,VON,,2019-01-29T00:00:00.000,10012
19755,Violations were cited in the following area(s).,MANHATTAN,Not Critical,American,VON,,2019-01-29T00:00:00.000,10012
19756,Violations were cited in the following area(s).,MANHATTAN,Not Critical,American,VON,,2018-08-30T00:00:00.000,10012
19757,Violations were cited in the following area(s).,MANHATTAN,Critical,American,VON,B,2018-06-25T00:00:00.000,10012
19758,Violations were cited in the following area(s).,MANHATTAN,Critical,American,VON,B,2018-06-25T00:00:00.000,10012
19759,Violations were cited in the following area(s).,MANHATTAN,Not Critical,American,VON,B,2018-06-25T00:00:00.000,10012
19760,Violations were cited in the following area(s).,MANHATTAN,Critical,American,VON,,2018-02-06T00:00:00.000,10012
19761,Violations were cited in the following area(s).,MANHATTAN,Critical,American,VON,,2018-02-06T00:00:00.000,10012
19762,Violations were cited in the following area(s).,MANHATTAN,Critical,American,VON,,2018-02-06T00:00:00.000,10012
19763,Violations were cited in the following area(s).,MANHATTAN,Not Critical,American,VON,,2018-02-06T00:00:00.000,10012
19764,Violations were cited in the following area(s).,MANHATTAN,Critical,American,VON,A,2016-05-26T00:00:00.000,10012
19765,Violations were cited in the following area(s).,MANHATTAN,Not Critical,American,VON,A,2016-05-26T00:00:00.000,10012
19766,Violations were cited in the following area(s).,MANHATTAN,Not Critical,American,VON,A,2016-05-26T00:00:00.000,10012
19767,Violations were cited in the following area(s).,MANHATTAN,Critical,Bakery,CHIU HONG BAKERY,,2019-05-14T00:00:00.000,10013
19768,Violations were cited in the following area(s).,MANHATTAN,Critical,Bakery,CHIU HONG BAKERY,,2019-05-14T00:00:00.000,10013
19769,Violations were cited in the following area(s).,MANHATTAN,Not Critical,Bakery,CHIU HONG BAKERY,,2019-05-14T00:00:00.000,10013
19770,No violations were recorded at the time of this inspection.,MANHATTAN,Not Applicable,Bakery,CHIU HONG BAKERY,,2018-11-26T00:00:00.000,10013
19771,Violations were cited in the following area(s).,MANHATTAN,Critical,Bakery,CHIU HONG BAKERY,B,2018-10-15T00:00:00.000,10013
19772,Violations were cited in the following area(s).,MANHATTAN,Critical,Bakery,CHIU HONG BAKERY,B,2018-10-15T00:00:00.000,10013
19773,Violations were cited in the following area(s).,MANHATTAN,Critical,Bakery,CHIU HONG BAKERY,B,2018-10-15T00:00:00.000,10013
19774,Violations were cited in the following area(s).,MANHATTAN,Critical,Bakery,CHIU HONG BAKERY,,2018-10-02T00:00:00.000,10013
19775,Violations were cited in the following area(s).,MANHATTAN,Critical,Bakery,CHIU HONG BAKERY,,2018-10-02T00:00:00.000,10013
19776,Violations were cited in the following area(s).,MANHATTAN,Critical,Bakery,CHIU HONG BAKERY,,2018-10-02T00:00:00.000,10013
19777,Violations were cited in the following area(s).,MANHATTAN,Not Critical,Bakery,CHIU HONG BAKERY,,2018-10-02T00:00:00.000,10013
19778,Violations were cited in the following area(s).,MANHATTAN,Not Critical,Bakery,CHIU HONG BAKERY,,2018-10-02T00:00:00.000,10013
19779,Violations were cited in the following area(s).,MANHATTAN,Critical,Bakery,CHIU HONG BAKERY,B,2018-06-29T00:00:00.000,10013
19780,Violations were cited in the following area(s).,MANHATTAN,Critical,Bakery,CHIU HONG BAKERY,B,2018-06-29T00:00:00.000,10013
19781,Violations were cited in the following area(s).,MANHATTAN,Not Critical,Bakery,CHIU HONG BAKERY,B,2018-06-29T00:00:00.000,10013
19782,Violations were cited in the following area(s).,MANHATTAN,Critical,Bakery,CHIU HONG BAKERY,,2018-06-01T00:00:00.000,10013
19783,Violations were cited in the following area(s).,MANHATTAN,Critical,Bakery,CHIU HONG BAKERY,,2018-06-01T00:00:00.000,10013
19784,Violations were cited in the following area(s).,MANHATTAN,Critical,Bakery,CHIU HONG BAKERY,,2018-06-01T00:00:00.000,10013
19785,Violations were cited in the following area(s).,MANHATTAN,Critical,Bakery,CHIU HONG BAKERY,,2018-06-01T00:00:00.000,10013
19786,Violations were cited in the following area(s).,MANHATTAN,Critical,Bakery,CHIU HONG BAKERY,,2018-06-01T00:00:00.000,10013
19787,Violations were cited in the following area(s).,MANHATTAN,Not Critical,Bakery,CHIU HONG BAKERY,,2018-06-01T00:00:00.000,10013
19788,Violations were cited in the following area(s).,MANHATTAN,Not Critical,Bakery,CHIU HONG BAKERY,,2018-06-01T00:00:00.000,10013
19789,No violations were recorded at the time of this inspection.,MANHATTAN,Not Applicable,Bakery,CHIU HONG BAKERY,,2018-04-19T00:00:00.000,10013
19790,No violations were recorded at the time of this inspection.,MANHATTAN,Not Applicable,Bakery,CHIU HONG BAKERY,,2018-03-28T00:00:00.000,10013
19791,Violations were cited in the following area(s).,MANHATTAN,Not Applicable,Bakery,CHIU HONG BAKERY,,2018-02-14T00:00:00.000,10013
19792,Violations were cited in the following area(s).,MANHATTAN,Critical,Bakery,CHIU HONG BAKERY,B,2018-01-16T00:00:00.000,10013
19793,Violations were cited in the following area(s).,MANHATTAN,Critical,Bakery,CHIU HONG BAKERY,B,2018-01-16T00:00:00.000,10013
19794,Violations were cited in the following area(s).,MANHATTAN,Not Critical,Bakery,CHIU HONG BAKERY,B,2018-01-16T00:00:00.000,10013
19795,Violations were cited in the following area(s).,MANHATTAN,Not Critical,Bakery,CHIU HONG BAKERY,B,2018-01-16T00:00:00.000,10013
19796,Establishment re-opened by DOHMH,MANHATTAN,Not Critical,Bakery,CHIU HONG BAKERY,P,2017-12-01T00:00:00.000,10013
19797,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,MANHATTAN,Critical,Bakery,CHIU HONG BAKERY,,2017-11-29T00:00:00.000,10013
19798,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,MANHATTAN,Critical,Bakery,CHIU HONG BAKERY,,2017-11-29T00:00:00.000,10013
19799,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,MANHATTAN,Critical,Bakery,CHIU HONG BAKERY,,2017-11-29T00:00:00.000,10013
19800,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,MANHATTAN,Critical,Bakery,CHIU HONG BAKERY,,2017-11-29T00:00:00.000,10013
19801,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,MANHATTAN,Critical,Bakery,CHIU HONG BAKERY,,2017-11-29T00:00:00.000,10013
19802,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,MANHATTAN,Not Critical,Bakery,CHIU HONG BAKERY,,2017-11-29T00:00:00.000,10013
19803,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,MANHATTAN,Not Critical,Bakery,CHIU HONG BAKERY,,2017-11-29T00:00:00.000,10013
19804,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,MANHATTAN,Not Critical,Bakery,CHIU HONG BAKERY,,2017-11-29T00:00:00.000,10013
19805,Violations were cited in the following area(s).,MANHATTAN,Critical,Bakery,CHIU HONG BAKERY,A,2017-05-25T00:00:00.000,10013
19806,Violations were cited in the following area(s).,MANHATTAN,Not Critical,Bakery,CHIU HONG BAKERY,A,2017-05-25T00:00:00.000,10013
19807,Violations were cited in the following area(s).,MANHATTAN,Not Critical,Bakery,CHIU HONG BAKERY,A,2017-05-25T00:00:00.000,10013
19808,Violations were cited in the following area(s).,MANHATTAN,Critical,Bakery,CHIU HONG BAKERY,,2017-04-25T00:00:00.000,10013
19809,Violations were cited in the following area(s).,MANHATTAN,Critical,Bakery,CHIU HONG BAKERY,,2017-04-25T00:00:00.000,10013
19810,Violations were cited in the following area(s).,MANHATTAN,Not Critical,Bakery,CHIU HONG BAKERY,,2017-04-25T00:00:00.000,10013
19811,Violations were cited in the following area(s).,MANHATTAN,Critical,Bakery,CHIU HONG BAKERY,A,2016-09-19T00:00:00.000,10013
19812,Violations were cited in the following area(s).,MANHATTAN,Critical,Bakery,CHIU HONG BAKERY,,2016-08-25T00:00:00.000,10013
19813,Violations were cited in the following area(s).,MANHATTAN,Critical,Bakery,CHIU HONG BAKERY,,2016-08-25T00:00:00.000,10013
19814,Violations were cited in the following area(s).,MANHATTAN,Critical,Bakery,CHIU HONG BAKERY,,2016-08-25T00:00:00.000,10013
